,contradiction,label_proportion,majority_labels,majority_levels,pair,top_labels,top_levels
126,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-shower,affording_activity-typical_of_concept-variability_open,all-some
127,False,0.7777777777777778,impossible,few,lay_eggs-whiff,impossible,few
128,False,0.9,rare-unusual,few,hot-pomade,unusual,few
129,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-paridae,afforded_usual,all
130,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-curlew,afforded_usual,all
131,False,0.8,unusual-variability_limited,few-some,made_of_wood-bagpipe,unusual,few
132,False,1.0,creative-impossible,creative-few,square-sphere,impossible,few
133,False,0.9090909090909091,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,dangerous-scimitar,implied_category,all
134,False,0.2,,,yellow-honey,unusual,few
135,False,0.9090909090909091,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,sweet-chocolate,affording_activity,all
136,False,0.7777777777777778,rare-unusual-variability_limited,few-some,black-rice,rare,few
137,False,0.7777777777777778,implied_category-typical_of_concept,all,dangerous-hippopotamus,typical_of_concept,all
138,False,0.3333333333333333,,,yellow-pepper,rare,few
139,False,1.0,impossible,few,fly-sunfish,impossible,few
140,False,0.8888888888888888,typical_of_concept-variability_limited,all-some,made_of_wood-plunger,variability_limited,some
141,False,1.0,affording_activity-implied_category-typical_of_concept,all,wheels-hearse,affording_activity,all
142,False,1.0,impossible,few,lay_eggs-bushbaby,impossible,few
143,False,0.6666666666666666,impossible,few,square-subdirectory,impossible,few
144,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-venom,typical_of_concept-typical_of_property,all
145,False,0.8888888888888888,implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,yellow-giraffe,typical_of_concept-typical_of_property,all
146,False,0.6666666666666666,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-halibut,afforded_usual,all
147,False,0.7777777777777778,impossible-unusual,few,sweet-spike,impossible,few
148,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-skylark,afforded_usual-implied_category-typical_of_concept,all
149,False,1.0,rare-unusual-variability_open,few-some,black-parrot,rare,few
150,False,0.7777777777777778,variability_limited-variability_open,some,made_of_wood-shaft,variability_limited,some
151,False,0.8888888888888888,typical_of_concept-variability_limited-variability_open,all-some,square-rack,variability_limited,some
152,False,1.0,typical_of_concept-typical_of_property-variability_open,all-some,black-suit,variability_open,some
153,False,0.4,,,sweet-windfall,variability_open,some
154,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-ambulance,affording_activity,all
155,False,0.7,typical_of_concept-variability_limited,all-some,square-bedroom,typical_of_concept-variability_limited,all-some
156,False,0.9,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,lay_eggs-albatross,afforded_usual,all
157,False,1.0,typical_of_concept-variability_limited,all-some,made_of_wood-kayak,variability_limited,some
158,False,0.8,affording_activity-typical_of_concept-variability_open,all-some,hot-pot,variability_open,some
159,False,0.7,variability_limited,some,made_of_wood-axe,variability_limited,some
160,False,0.6,impossible-rare,few,black-mentzelia,impossible-rare,few
161,False,0.8,afforded_usual-implied_category-typical_of_concept,all,fly-phalacrocorax,implied_category-typical_of_concept,all
162,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,dangerous-reduviidae,affording_activity-implied_category,all
163,False,0.8,impossible-unusual,few,square-cds,impossible,few
164,False,0.9,affording_activity-implied_category-typical_of_concept-variability_limited-variability_open,all-some,sweet-sultana,affording_activity-implied_category,all
165,False,0.9,affording_activity-implied_category-typical_of_concept,all,hot-kerosene,typical_of_concept,all
166,False,0.9,affording_activity-implied_category-typical_of_concept,all,wheels-motorbus,affording_activity-implied_category,all
167,False,0.9,rare-unusual,few,yellow-tomato,rare,few
168,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-robin,afforded_usual,all
169,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-wok,affording_activity,all
170,False,0.8,variability_limited-variability_open,some,black-dog,variability_limited-variability_open,some
171,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,sweet-plum,implied_category,all
172,False,0.7,creative,creative,lay_eggs-howler,creative,creative
173,False,0.6,variability_open,some,square-dining,variability_open,some
174,False,0.9,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-avocet,afforded_usual-implied_category,all
175,False,0.8,implied_category-typical_of_concept-variability_limited-variability_open,all-some,square-notebook,variability_open,some
176,False,0.8,afforded_usual-implied_category-typical_of_concept,all,fly-moorcock,implied_category,all
177,False,0.7,variability_limited,some,black-miner,variability_limited,some
178,False,0.7,impossible-unusual,few,yellow-herring,unusual,few
179,False,0.8,affording_activity-typical_of_concept-variability_open,all-some,hot-kitchen,variability_open,some
180,False,0.7,rare-unusual-variability_limited,few-some,made_of_wood-aerator,unusual-variability_limited,few-some
181,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-pistol,affording_activity-typical_of_concept-typical_of_property,all
182,False,0.9,creative-impossible,creative-few,wheels-driver,creative,creative
183,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-oak,affording_activity-typical_of_concept,all
184,False,0.7,creative-unusual,creative-few,sweet-chicken,creative,creative
185,False,0.9,creative-impossible,creative-few,fly-rudd,impossible,few
186,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,lay_eggs-chicken,afforded_usual-implied_category-typical_of_concept-typical_of_property,all
187,False,0.9,rare-unusual-variability_limited,few-some,square-tape,unusual,few
188,False,1.0,creative-rare-unusual-variability_open,creative-few-some,hot-vinaigrette,unusual,few
189,False,0.9,rare-unusual-variability_limited-variability_open,few-some,black-paridae,variability_limited,some
190,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-gun,typical_of_concept-typical_of_property,all
191,False,0.7,variability_limited,some,square-lavatory,variability_limited,some
192,False,0.8,unusual-variability_limited,few-some,sweet-spud,variability_limited,some
193,False,0.7,afforded_usual-implied_category,all,lay_eggs-pleuronectidae,afforded_usual,all
194,False,0.8,creative-typical_of_concept-variability_open,all-creative-some,black-nightmare,variability_open,some
195,False,0.7,variability_open,some,yellow-sandpaper,variability_open,some
196,False,0.8,rare-unusual,few,hot-cooler,unusual,few
197,False,0.9,impossible,few,made_of_wood-date,impossible,few
198,False,0.7,implied_category-variability_limited,all-some,fly-fowl,implied_category,all
199,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-turtle,afforded_usual-implied_category,all
200,False,0.8888888888888888,rare-unusual-variability_open,few-some,black-glass,unusual-variability_open,few-some
201,False,0.8888888888888888,impossible,few,fly-saloon,impossible,few
202,False,0.7777777777777778,affording_activity-implied_category-variability_limited,all-some,made_of_wood-transom,variability_limited,some
203,False,0.5555555555555556,rare,few,sweet-buckeye,rare,few
204,False,0.6666666666666666,implied_category-typical_of_concept-variability_limited-variability_open,all-some,square-workroom,implied_category-variability_limited-variability_open,all-some
205,False,0.0,,,yellow-fruit,creative-impossible-rare-unusual,creative-few
206,False,0.7777777777777778,unusual,few,dangerous-clipper,unusual,few
207,False,0.7777777777777778,afforded_usual-implied_category-typical_of_concept,all,fly-chinook,implied_category-typical_of_concept,all
208,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,hot-grill,affording_activity,all
209,False,0.8888888888888888,afforded_usual-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,lay_eggs-calidris,afforded_usual,all
210,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-lath,typical_of_concept,all
211,False,0.8888888888888888,rare-unusual,few,yellow-actinidia,unusual,few
212,False,0.6666666666666666,variability_limited-variability_open,some,sweet-vegetable,variability_limited-variability_open,some
213,False,0.7777777777777778,rare-variability_limited-variability_open,few-some,black-lizard,variability_limited,some
214,False,0.8888888888888888,implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,dangerous-looter,typical_of_concept,all
215,False,0.8888888888888888,creative-impossible,creative-few,fly-mola,creative,creative
216,False,1.0,implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,yellow-cheese,typical_of_concept,all
217,False,0.6666666666666666,creative-rare-unusual,creative-few,hot-utensil,rare,few
218,False,0.7777777777777778,rare-unusual-variability_limited-variability_open,few-some,dangerous-nitrazepam,variability_open,some
219,False,0.6666666666666666,variability_limited-variability_open,some,square-dresser,variability_open,some
220,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,lay_eggs-duck,afforded_usual-implied_category,all
221,False,0.8888888888888888,rare-unusual-variability_limited,few-some,black-lobster,rare,few
222,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-cart,affording_activity-implied_category-typical_of_concept-typical_of_property,all
223,False,0.9,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-nightingale,afforded_usual-implied_category,all
224,False,0.7,implied_category-typical_of_concept-variability_limited,all-some,made_of_wood-beam,variability_limited,some
225,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-van,affording_activity,all
226,False,0.7,typical_of_concept-variability_limited,all-some,black-monkey,typical_of_concept-variability_limited,all-some
227,False,0.8,rare-unusual-variability_limited-variability_open,few-some,sweet-cabbage,unusual,few
228,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,dangerous-gang,affording_activity-implied_category-variability_open,all-some
229,False,0.8,creative-impossible,creative-few,lay_eggs-bull,impossible,few
230,False,0.6,creative,creative,sweet-ginger,creative,creative
231,False,0.8,typical_of_concept-variability_limited,all-some,black-skunk,variability_limited,some
232,False,0.9,implied_category-typical_of_concept-typical_of_property-variability_open,all-some,dangerous-attack,typical_of_concept,all
233,False,0.8,afforded_unusual-afforded_usual-implied_category-typical_of_concept,all,fly-pelican,implied_category,all
234,False,0.7,unusual,few,hot-garlic,unusual,few
235,False,0.9,affording_activity-implied_category-variability_limited-variability_open,all-some,square-drawer,variability_limited,some
236,False,0.6,impossible,few,lay_eggs-blackbuck,impossible,few
237,False,1.0,affording_activity-variability_limited-variability_open,all-some,wheels-luggage,variability_open,some
238,False,0.9,variability_open,some,hot-seasoning,variability_open,some
239,False,0.8,rare-unusual-variability_limited,few-some,made_of_wood-washtub,rare-variability_limited,few-some
240,False,0.9,rare-unusual-variability_limited,few-some,dangerous-naproxen,unusual,few
241,False,0.8,unusual,few,wheels-toboggan,unusual,few
242,False,0.7,afforded_usual-typical_of_concept-typical_of_property,all,fly-flycatcher,afforded_usual-typical_of_concept,all
243,False,0.9,typical_of_concept-variability_limited,all-some,black-mussel,variability_limited,some
244,False,1.0,creative-impossible,creative-few,lay_eggs-humankind,impossible,few
245,False,0.8,rare-unusual-variability_limited,few-some,sweet-coffee,unusual,few
246,False,0.7,impossible,few,lay_eggs-malinois,impossible,few
247,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-war,implied_category-typical_of_concept-typical_of_property,all
248,False,0.8,impossible-unusual,few,yellow-thundercloud,impossible,few
249,False,0.8,variability_limited-variability_open,some,made_of_wood-chamfer,variability_limited,some
250,False,0.9,creative-unusual,creative-few,black-heart,creative,creative
251,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-racer,affording_activity,all
252,False,0.8,variability_limited-variability_open,some,square-desk,variability_limited,some
253,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property,all,hot-heat,affording_activity-typical_of_concept,all
254,False,0.8,rare-unusual,few,sweet-avocado,rare,few
255,False,0.9,impossible,few,lay_eggs-deer,impossible,few
256,False,0.9,affording_activity-implied_category-typical_of_concept,all,wheels-phaeton,affording_activity-implied_category,all
257,False,0.7,variability_open,some,hot-space,variability_open,some
258,False,0.8,rare-unusual-variability_limited,few-some,sweet-parsnip,variability_limited,some
259,False,0.9,rare-unusual-variability_limited,few-some,black-weasel,variability_limited,some
260,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-barrel,implied_category-typical_of_concept,all
261,False,0.9,rare-unusual,few,yellow-seaweed,rare-unusual,few
262,False,0.9,creative-rare-unusual-variability_limited-variability_open,creative-few-some,dangerous-beetle,unusual,few
263,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-sidecar,affording_activity-implied_category-typical_of_concept,all
264,False,1.0,implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-pencil,typical_of_concept,all
265,False,1.0,variability_open,some,yellow-bus,variability_open,some
266,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,lay_eggs-egret,implied_category,all
267,True,0.3333333333333333,,,square-rom,affording_activity-creative-implied_category-impossible-typical_of_concept-typical_of_property-variability_limited,all-creative-few-some
268,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-hearth,affording_activity,all
269,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-bayonet,affording_activity-implied_category-typical_of_concept,all
270,False,0.7777777777777778,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-quail,implied_category,all
271,False,0.5555555555555556,creative,creative,made_of_wood-deal,creative,creative
272,False,0.8888888888888888,creative-impossible,creative-few,lay_eggs-bulldog,impossible,few
273,False,0.6,creative-impossible-unusual,creative-few,dangerous-crease,creative-impossible,creative-few
274,False,0.7777777777777778,unusual-variability_open,few-some,black-football,variability_open,some
275,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-pigeon,afforded_usual-implied_category,all
276,False,0.8888888888888888,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,square-window,variability_open,some
277,False,0.7777777777777778,creative-impossible-rare-unusual,creative-few,hot-freezer,creative,creative
278,False,0.6666666666666666,implied_category-variability_limited,all-some,square-computer,implied_category-variability_limited,all-some
279,False,0.6666666666666666,implied_category-variability_open,all-some,dangerous-shaft,variability_open,some
280,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-firebox,affording_activity,all
281,False,0.7777777777777778,impossible,few,lay_eggs-felid,impossible,few
282,False,0.7777777777777778,rare-unusual-variability_limited,few-some,black-sand,unusual,few
283,False,0.6666666666666666,rare-unusual,few,yellow-lime,rare-unusual,few
284,False,0.6666666666666666,rare,few,sweet-pod,rare,few
285,False,0.6666666666666666,variability_limited,some,made_of_wood-railing,variability_limited,some
286,False,0.4,,,fly-crane,afforded_usual-implied_category-typical_of_concept,all
287,False,0.6,impossible,few,lay_eggs-ibex,impossible,few
288,False,0.7,rare-unusual-variability_open,few-some,hot-bottle,rare-unusual,few
289,False,0.8,unusual-variability_limited,few-some,sweet-onion,variability_limited,some
290,False,0.9,variability_open,some,square-snack,variability_open,some
291,False,1.0,typical_of_concept-typical_of_property-variability_open,all-some,black-hair,variability_open,some
292,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,dangerous-traitor,typical_of_concept,all
293,False,0.9,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,yellow-cheetah,typical_of_concept,all
294,False,0.9,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,made_of_wood-rafter,affording_activity-implied_category-variability_limited,all-some
295,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-tandoor,implied_category-variability_open,all-some
296,False,0.8888888888888888,unusual-variability_limited,few-some,sweet-ketchup,variability_limited,some
297,False,0.6666666666666666,creative-impossible,creative-few,fly-titi,impossible,few
298,False,0.8888888888888888,implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,square-table,typical_of_concept-typical_of_property-variability_open,all-some
299,False,0.8888888888888888,rare-unusual-variability_limited,few-some,black-eye,variability_limited,some
300,False,1.0,rare-unusual,few,dangerous-businessman,rare-unusual,few
