_unit_id,_id,_worker_id,_started_at,_created_at,description,relation,concept,property,answer
ec3720ad-0a70-4d72-96a2-fa76b628c8b9,66424,5e86116068b86421a020e345,2010-01-01 16:49:14,2010-01-01 16:40:57,I know that (a/an) cucurbit is red as most or all other things similar to (a/an) cucurbit are red. ,implied_category,cucurbit,red,false
914df763-b012-4b5a-a974-abb2c6d3fba9,66426,Stay at home mum,2010-01-01 16:48:25,2010-01-01 16:40:58,I think it is impossible for (a/an) egg to be round.,impossible,egg,round,true
00613d00-7d63-4b36-8f89-899841072e03,66433,Stay at home mum,2010-01-01 16:50:15,2010-01-01 16:41:00,I think it is impossible for (a/an) tub to roll/be used for rolling.,impossible,tub,roll,false
d832396b-eff7-49d1-9f7a-714a95e45114,66437,Stay at home mum,2010-01-01 16:42:04,2010-01-01 16:41:02,"I think there is a paint  which can roll/be used for rolling, but this is rare or uncommon.",rare,paint,roll,false
1fcec1fa-99cd-4b33-936d-4c4026a64a40,66441,5e82522c7cf52897774abfe3,2010-01-01 16:44:42,2010-01-01 16:41:03,You can find (a/an) vanilla which is red. Red is one of many possible colors (a/an) vanilla can have. The range of colors is almost ulimited. ,variability_open,vanilla,red,false
d08aff61-0bf1-4cb5-aa7b-0bdbc5eb7f32,66446,Stay at home mum,2010-01-01 16:49:52,2010-01-01 16:41:05,``Roll'' is one for the first things which come to mind when I hear ``tub''.,typical_of_concept,tub,roll,false
914df763-b012-4b5a-a974-abb2c6d3fba9,66452,5e82522c7cf52897774abfe3,2010-01-01 17:06:57,2010-01-01 16:41:08,I think it is impossible for (a/an) egg to be round.,impossible,egg,round,false
a992edd2-9dde-48a7-bc4a-e602530dd0bc,66455,Stay at home mum,2010-01-01 16:49:03,2010-01-01 16:41:08,You can find (a/an) tub which can roll/be used for rolling. This distinguishes a certain type of tub from others. ,variability_limited,tub,roll,false
8210f8a6-33b7-49a0-ab54-9c0ba31174ae,66457,5e86116068b86421a020e345,2010-01-01 16:50:21,2010-01-01 16:41:09,I know that being red is necessary for many things (a/an) cucurbit does or is used for. ,affording_activity,cucurbit,red,false
8b9a9e57-b718-4c54-b11a-7261455c9ce5,66459,Stay at home mum,2010-01-01 16:43:50,2010-01-01 16:41:10,"I think (a/an) vanilla can be red, but this is rare or uncommon",rare,vanilla,red,false
4ac87e43-db4b-4ad1-b587-c9c43197509f,66463,Stay at home mum,2010-01-01 16:46:46,2010-01-01 16:41:13,``Egg'' is one of the first things which come to mind when I hear ``round''. ,typical_of_property,egg,round,true
b6ccafb6-1290-4538-adc7-9e1b7e04bda4,66470,5e82522c7cf52897774abfe3,2010-01-01 16:48:42,2010-01-01 16:41:15,"I think (a/an) corncob can be red, but this is rare or uncommon",rare,corncob,red,true
413b6dbd-93e1-4a06-8cf1-24953cb21879,66472,5e86116068b86421a020e345,2010-01-01 16:41:34,2010-01-01 16:41:15,``Red'' is one for the first things which come to mind when I hear ``vanilla''.,typical_of_concept,vanilla,red,false
150002fa-c730-48f9-ab46-d414d4b0106f,66471,Stay at home mum,2010-01-01 16:42:40,2010-01-01 16:41:15,"Usually, (a/an) tub cannot roll/be used for rolling, but there could be a highly unusual situation in which (a/an) tub can roll.",unusual,tub,roll,false
check1,66474,Stay at home mum,2010-01-01 16:48:33,2010-01-01 16:41:17,I am still paying attention to this task.,_check,_check1,_check1,true
f3569104-0518-4e6c-b2f6-1c32cf57d040,66485,Stay at home mum,2010-01-01 17:01:19,2010-01-01 16:41:22,"Usually, (a/an) cucurbit is not red, but there could be a highly unusual situation in which (a/an) cucurbit is red.",unusual,cucurbit,red,false
693a6508-71de-47df-91d3-c0ce6ee99586,66490,Stay at home mum,2010-01-01 16:50:38,2010-01-01 16:41:26,"I could say ``(a/an) nozzle rolls/is used for rolling"", but I would most certainly not mean it literally.",creative,nozzle,roll,false
293f1a44-5d92-4088-9fec-f41ba49c3be6,66493,5e86116068b86421a020e345,2010-01-01 16:47:59,2010-01-01 16:41:28,"I could say ``(a/an) vanilla is red"", but I would most certainly not mean it literally.",creative,vanilla,red,true
8301e790-2494-4311-943d-765c679f7f7e,66494,Stay at home mum,2010-01-01 16:50:19,2010-01-01 16:41:28,``Tub'' is one of the first things which come to mind when I hear ``roll''. ,typical_of_property,tub,roll,false
381564b4-05c2-4f5c-938f-da065027e1f8,66496,Stay at home mum,2010-01-01 16:48:01,2010-01-01 16:41:30,You can find (a/an) vanilla which is red. Red is one of a few possible colors (a/an) vanilla can have. There is only a limited range of possible colors.,variability_limited,vanilla,red,false
6c782ebd-2326-4f65-9486-462a3ba136d9,66500,Stay at home mum,2010-01-01 16:40:05,2010-01-01 16:41:32,You can find (a/an) cucurbit which is red. Red is one of many possible colors (a/an) cucurbit can have. The range of colors is almost ulimited. ,variability_open,cucurbit,red,false
eae82291-2be4-49eb-9465-3c999da16b85,66505,Stay at home mum,2010-01-01 16:50:04,2010-01-01 16:41:34,``Roll'' is one for the first things which come to mind when I hear ``nozzle''.,typical_of_concept,nozzle,roll,false
81cfacb1-6c78-426b-ae57-51bfdf4660d6,66509,Stay at home mum,2010-01-01 16:43:11,2010-01-01 16:41:36,You can find (a/an) paint which can roll/be used for rolling. This distinguishes a certain type of paint from others. ,variability_limited,paint,roll,false
a6ce01fd-6254-4ecf-98b1-e5d26667bc80,66512,Stay at home mum,2010-01-01 16:43:55,2010-01-01 16:41:39,You can find (a/an) egg which is round. Round is one of a few possible shapes (a/an) egg can have. There is only a limited range of possible shapes.,variability_limited,egg,round,true
5b13ab99-284e-43f2-88dc-eaf573776a78,66515,Stay at home mum,2010-01-01 17:08:56,2010-01-01 16:41:40,"I could say ``(a/an) corncob is red"", but I would most certainly not mean it literally.",creative,corncob,red,false
98a89247-9c34-492b-aad7-8a3c1fca0e20,66519,5e86116068b86421a020e345,2010-01-01 16:50:56,2010-01-01 16:41:41,"Usually, (a/an) corncob is not red, but there could be a highly unusual situation in which (a/an) corncob is red.",unusual,corncob,red,false
acf35ba1-4816-47aa-b3d5-88348fa6d2af,66524,Stay at home mum,2010-01-01 16:51:00,2010-01-01 16:41:46,"I could say ``(a/an) egg is round"", but I would most certainly not mean it literally.",creative,egg,round,true
08d21760-893e-4352-8c8f-19be09ead325,66526,5e82522c7cf52897774abfe3,2010-01-01 16:44:44,2010-01-01 16:41:47,You can find (a/an) nozzle which can roll/be used for rolling. This is not what it usually does or is used for. ,afforded_unusual,nozzle,roll,true
f386c0a3-e3c7-4fe5-ae55-0cc82c905173,66527,5e86116068b86421a020e345,2010-01-01 16:47:01,2010-01-01 16:41:47,I think it is impossible for (a/an) cucurbit to be red.,impossible,cucurbit,red,false
23061b53-2748-4686-b68f-c23429decd11,66530,Stay at home mum,2010-01-01 16:47:05,2010-01-01 16:41:48,``Red'' is one for the first things which come to mind when I hear ``corncob''.,typical_of_concept,corncob,red,false
b6ccafb6-1290-4538-adc7-9e1b7e04bda4,66532,Stay at home mum,2010-01-01 16:47:20,2010-01-01 16:41:50,"I think (a/an) corncob can be red, but this is rare or uncommon",rare,corncob,red,false
93ef92ec-05e3-40ed-b035-5ac69e66c8b2,66533,Stay at home mum,2010-01-01 16:41:26,2010-01-01 16:41:52,"I could say ``(a/an) cucurbit is red"", but I would most certainly not mean it literally.",creative,cucurbit,red,false
293f1a44-5d92-4088-9fec-f41ba49c3be6,66535,Stay at home mum,2010-01-01 16:45:30,2010-01-01 16:41:53,"I could say ``(a/an) vanilla is red"", but I would most certainly not mean it literally.",creative,vanilla,red,false
57182797-7f65-407e-a094-035b34e3bc09,66539,Stay at home mum,2010-01-01 16:45:06,2010-01-01 16:41:57,I know that being round is necessary for many things (a/an) egg does or is used for. ,affording_activity,egg,round,true
b09b05bd-3942-48dd-8025-3f34449cf975,66541,Stay at home mum,2010-01-01 17:02:32,2010-01-01 16:41:59,``Roll'' is one for the first things which come to mind when I hear ``paint''.,typical_of_concept,paint,roll,false
9f08c715-24e7-42b0-a08b-8cadb998ba7a,66544,Stay at home mum,2010-01-01 16:48:35,2010-01-01 16:42:00,"I could say ``(a/an) tub rolls/is used for rolling"", but I would most certainly not mean it literally.",creative,tub,roll,false
4eef4704-f1c8-4e1f-9dab-233f46a6753b,66547,5b4a24699c57d40001e26754,2010-01-01 16:52:59,2010-01-01 16:42:01,You can find (a/an) paint which can roll/be used for rolling. This is not what it usually does or is used for. ,afforded_unusual,paint,roll,false
a476bd25-556a-44eb-9f75-7d02d5c27220,66552,Stay at home mum,2010-01-01 16:44:34,2010-01-01 16:42:03,You can find (a/an) egg which is round. Round is one of many possible shapes (a/an) egg can have. The range of shapes is almost ulimited. ,variability_open,egg,round,true
a5e85215-cdb1-4f8c-8475-049617d062c8,66554,Stay at home mum,2010-01-01 16:44:45,2010-01-01 16:42:04,"I think there is a nozzle  which can roll/be used for rolling, but this is rare or uncommon.",rare,nozzle,roll,false
b451bbf5-8a23-4933-84c2-ccb4a930849d,66556,Stay at home mum,2010-01-01 16:49:11,2010-01-01 16:42:06,I know that (a/an) corncob is red as most or all other things similar to (a/an) corncob are red. ,implied_category,corncob,red,false
58b805a2-574c-4faf-97df-bf5f549a2a0d,66557,Stay at home mum,2010-01-01 16:40:32,2010-01-01 16:42:07,I think it is impossible for (a/an) vanilla to be red.,impossible,vanilla,red,false
1ee62da8-8144-49a4-a6be-0f8286ae79af,66563,Stay at home mum,2010-01-01 16:44:37,2010-01-01 16:42:11,You can find (a/an) corncob which is red. Red is one of many possible colors (a/an) corncob can have. The range of colors is almost ulimited. ,variability_open,corncob,red,false
ab9cf901-7e48-4c5d-bd48-4da0224dbdcf,66567,Stay at home mum,2010-01-01 16:48:26,2010-01-01 16:42:16,You can find (a/an) corncob which is red. Red is one of a few possible colors (a/an) corncob can have. There is only a limited range of possible colors.,variability_limited,corncob,red,false
4ac87e43-db4b-4ad1-b587-c9c43197509f,66568,5b4a24699c57d40001e26754,2010-01-01 17:07:31,2010-01-01 16:42:16,``Egg'' is one of the first things which come to mind when I hear ``round''. ,typical_of_property,egg,round,false
e25c1558-534f-43fe-9264-e89e5e04ca5f,66574,Stay at home mum,2010-01-01 16:50:02,2010-01-01 16:42:16,I know that being red is necessary for many things (a/an) vanilla does or is used for. ,affording_activity,vanilla,red,false
4eef4704-f1c8-4e1f-9dab-233f46a6753b,66577,Stay at home mum,2010-01-01 16:49:55,2010-01-01 16:42:16,You can find (a/an) paint which can roll/be used for rolling. This is not what it usually does or is used for. ,afforded_unusual,paint,roll,false
41bf1eb0-f186-4628-b4d4-398b2b481f6f,66580,Stay at home mum,2010-01-01 16:49:29,2010-01-01 16:42:17,I know that (a/an) vanilla is red as most or all other things similar to (a/an) vanilla are red. ,implied_category,vanilla,red,false
08d21760-893e-4352-8c8f-19be09ead325,66583,Stay at home mum,2010-01-01 16:41:47,2010-01-01 16:42:19,You can find (a/an) nozzle which can roll/be used for rolling. This is not what it usually does or is used for. ,afforded_unusual,nozzle,roll,false
fa616ab9-ff83-4323-b5b7-c7ececd2d5e7,66582,5b4a24699c57d40001e26754,2010-01-01 16:47:00,2010-01-01 16:42:19,I know that all or most paint(s) roll regularly or are used for rolling regularly. ,afforded_usual,paint,roll,true
98a89247-9c34-492b-aad7-8a3c1fca0e20,66585,5d1fa8c8cde8e900013abed6,2010-01-01 16:42:19,2010-01-01 16:42:20,"Usually, (a/an) corncob is not red, but there could be a highly unusual situation in which (a/an) corncob is red.",unusual,corncob,red,true
40eb7836-f92a-4e9b-8c5f-b92190eca244,66591,5e86116068b86421a020e345,2010-01-01 16:44:20,2010-01-01 16:42:22,"Usually, (a/an) paint cannot roll/be used for rolling, but there could be a highly unusual situation in which (a/an) paint can roll.",unusual,paint,roll,false
6f3d0bdf-a289-4124-82c2-2d7d32e6b030,66593,5e820c95a7dfb990e185a7c8,2010-01-01 16:43:45,2010-01-01 16:42:23,"I could say ``(a/an) paint rolls/is used for rolling"", but I would most certainly not mean it literally.",creative,paint,roll,true
9f08c715-24e7-42b0-a08b-8cadb998ba7a,66597,5e82522c7cf52897774abfe3,2010-01-01 17:01:45,2010-01-01 16:42:25,"I could say ``(a/an) tub rolls/is used for rolling"", but I would most certainly not mean it literally.",creative,tub,roll,true
fa616ab9-ff83-4323-b5b7-c7ececd2d5e7,66598,Stay at home mum,2010-01-01 16:49:06,2010-01-01 16:42:25,I know that all or most paint(s) roll regularly or are used for rolling regularly. ,afforded_usual,paint,roll,true
b6ccafb6-1290-4538-adc7-9e1b7e04bda4,66603,5b4a24699c57d40001e26754,2010-01-01 16:52:29,2010-01-01 16:42:27,"I think (a/an) corncob can be red, but this is rare or uncommon",rare,corncob,red,false
f386c0a3-e3c7-4fe5-ae55-0cc82c905173,66602,Stay at home mum,2010-01-01 16:48:36,2010-01-01 16:42:27,I think it is impossible for (a/an) cucurbit to be red.,impossible,cucurbit,red,false
f386c0a3-e3c7-4fe5-ae55-0cc82c905173,66608,5b4a24699c57d40001e26754,2010-01-01 16:44:24,2010-01-01 16:42:31,I think it is impossible for (a/an) cucurbit to be red.,impossible,cucurbit,red,false
bccc1e86-d1bd-489a-bb43-3f11c49f5059,66620,5b4a24699c57d40001e26754,2010-01-01 16:44:52,2010-01-01 16:42:40,I know that (a/an) nozzle can roll/be used for rolling as most or all other things similar to (a/an) nozzle roll. ,implied_category,nozzle,roll,false
d08aff61-0bf1-4cb5-aa7b-0bdbc5eb7f32,66619,5d1fa8c8cde8e900013abed6,2010-01-01 16:40:38,2010-01-01 16:42:40,``Roll'' is one for the first things which come to mind when I hear ``tub''.,typical_of_concept,tub,roll,false
41bf1eb0-f186-4628-b4d4-398b2b481f6f,66628,5b4a24699c57d40001e26754,2010-01-01 16:49:49,2010-01-01 16:42:46,I know that (a/an) vanilla is red as most or all other things similar to (a/an) vanilla are red. ,implied_category,vanilla,red,false
e25c1558-534f-43fe-9264-e89e5e04ca5f,66636,5e820c95a7dfb990e185a7c8,2010-01-01 16:47:45,2010-01-01 16:42:49,I know that being red is necessary for many things (a/an) vanilla does or is used for. ,affording_activity,vanilla,red,false
7a54b702-ac38-4e5e-9e2e-e559d7c8c746,66637,5b4a24699c57d40001e26754,2010-01-01 17:08:08,2010-01-01 16:42:50,``Cucurbit'' is one of the first things which come to mind when I hear ``red''. ,typical_of_property,cucurbit,red,false
3d064e85-8eca-492b-9a8d-77b873ca201b,66641,5d1fa8c8cde8e900013abed6,2010-01-01 16:46:27,2010-01-01 16:42:52,``Round'' is one for the first things which come to mind when I hear ``egg''.,typical_of_concept,egg,round,true
58b805a2-574c-4faf-97df-bf5f549a2a0d,66646,5b4a24699c57d40001e26754,2010-01-01 16:49:01,2010-01-01 16:42:56,I think it is impossible for (a/an) vanilla to be red.,impossible,vanilla,red,true
test1,66648,5d1fa8c8cde8e900013abed6,2010-01-01 16:51:07,2010-01-01 16:42:57,"""Yellow"" is one of the first things which come to mind when I hear ""canary"". ",test_true,_test1,_test1,true
e25c1558-534f-43fe-9264-e89e5e04ca5f,66652,5e86116068b86421a020e345,2010-01-01 16:49:12,2010-01-01 16:42:58,I know that being red is necessary for many things (a/an) vanilla does or is used for. ,affording_activity,vanilla,red,false
8301e790-2494-4311-943d-765c679f7f7e,66653,5e820c95a7dfb990e185a7c8,2010-01-01 16:49:18,2010-01-01 16:42:59,``Tub'' is one of the first things which come to mind when I hear ``roll''. ,typical_of_property,tub,roll,false
check1,66655,5b4a24699c57d40001e26754,2010-01-01 16:40:11,2010-01-01 16:42:59,I am still paying attention to this task.,_check,_check1,_check1,true
a6ce01fd-6254-4ecf-98b1-e5d26667bc80,66665,5c5bc756c2a9020001bf4cbb,2010-01-01 16:46:51,2010-01-01 16:43:02,You can find (a/an) egg which is round. Round is one of a few possible shapes (a/an) egg can have. There is only a limited range of possible shapes.,variability_limited,egg,round,true
abbcc30c-e97f-4f9b-ba6b-8a7b0582ec71,66664,5d1fa8c8cde8e900013abed6,2010-01-01 16:45:58,2010-01-01 16:43:02,``Red'' is one for the first things which come to mind when I hear ``cucurbit''.,typical_of_concept,cucurbit,red,false
76bb87eb-03e7-4a5a-ad4c-a72adeff2230,66668,5d1fa8c8cde8e900013abed6,2010-01-01 17:01:14,2010-01-01 16:43:08,"Usually, (a/an) egg is not round, but there could be a highly unusual situation in which (a/an) egg is round.",unusual,egg,round,false
3d064e85-8eca-492b-9a8d-77b873ca201b,66669,5e86116068b86421a020e345,2010-01-01 16:44:32,2010-01-01 16:43:08,``Round'' is one for the first things which come to mind when I hear ``egg''.,typical_of_concept,egg,round,false
693a6508-71de-47df-91d3-c0ce6ee99586,66674,5b4a24699c57d40001e26754,2010-01-01 16:48:15,2010-01-01 16:43:11,"I could say ``(a/an) nozzle rolls/is used for rolling"", but I would most certainly not mean it literally.",creative,nozzle,roll,true
00613d00-7d63-4b36-8f89-899841072e03,66680,5e86116068b86421a020e345,2010-01-01 16:46:35,2010-01-01 16:43:13,I think it is impossible for (a/an) tub to roll/be used for rolling.,impossible,tub,roll,false
7a54b702-ac38-4e5e-9e2e-e559d7c8c746,66682,5d1fa8c8cde8e900013abed6,2010-01-01 16:50:06,2010-01-01 16:43:14,``Cucurbit'' is one of the first things which come to mind when I hear ``red''. ,typical_of_property,cucurbit,red,false
7a54b702-ac38-4e5e-9e2e-e559d7c8c746,66685,5c5bc756c2a9020001bf4cbb,2010-01-01 16:49:21,2010-01-01 16:43:16,``Cucurbit'' is one of the first things which come to mind when I hear ``red''. ,typical_of_property,cucurbit,red,false
a6a3dfd0-f28d-47e8-b323-aa66c2935c38,66687,5e86116068b86421a020e345,2010-01-01 16:42:06,2010-01-01 16:43:20,I think it is impossible for (a/an) corncob to be red.,impossible,corncob,red,true
f386c0a3-e3c7-4fe5-ae55-0cc82c905173,66688,5d1fa8c8cde8e900013abed6,2010-01-01 16:46:38,2010-01-01 16:43:20,I think it is impossible for (a/an) cucurbit to be red.,impossible,cucurbit,red,false
ab9cf901-7e48-4c5d-bd48-4da0224dbdcf,66690,5b4a24699c57d40001e26754,2010-01-01 16:43:35,2010-01-01 16:43:21,You can find (a/an) corncob which is red. Red is one of a few possible colors (a/an) corncob can have. There is only a limited range of possible colors.,variability_limited,corncob,red,true
05671314-abf5-4dfb-a53c-245f6c160471,66691,5e820c95a7dfb990e185a7c8,2010-01-01 17:03:05,2010-01-01 16:43:22,"I think (a/an) cucurbit can be red, but this is rare or uncommon",rare,cucurbit,red,true
b6ccafb6-1290-4538-adc7-9e1b7e04bda4,66697,5e86116068b86421a020e345,2010-01-01 16:45:46,2010-01-01 16:43:25,"I think (a/an) corncob can be red, but this is rare or uncommon",rare,corncob,red,false
39951505-5c5c-47a2-9c78-0769caaee365,66698,5d1fa8c8cde8e900013abed6,2010-01-01 16:53:15,2010-01-01 16:43:25,"I think (a/an) egg can be round, but this is rare or uncommon",rare,egg,round,false
3d064e85-8eca-492b-9a8d-77b873ca201b,66699,5b4a24699c57d40001e26754,2010-01-01 16:46:43,2010-01-01 16:43:26,``Round'' is one for the first things which come to mind when I hear ``egg''.,typical_of_concept,egg,round,false
39951505-5c5c-47a2-9c78-0769caaee365,66702,5e86116068b86421a020e345,2010-01-01 16:47:23,2010-01-01 16:43:30,"I think (a/an) egg can be round, but this is rare or uncommon",rare,egg,round,true
8b9a9e57-b718-4c54-b11a-7261455c9ce5,66705,5d1fa8c8cde8e900013abed6,2010-01-01 16:43:20,2010-01-01 16:43:32,"I think (a/an) vanilla can be red, but this is rare or uncommon",rare,vanilla,red,true
a6a3dfd0-f28d-47e8-b323-aa66c2935c38,66712,5c5bc756c2a9020001bf4cbb,2010-01-01 16:49:59,2010-01-01 16:43:35,I think it is impossible for (a/an) corncob to be red.,impossible,corncob,red,false
05671314-abf5-4dfb-a53c-245f6c160471,66714,5b4a24699c57d40001e26754,2010-01-01 16:42:27,2010-01-01 16:43:36,"I think (a/an) cucurbit can be red, but this is rare or uncommon",rare,cucurbit,red,false
2aa7e9b1-3f36-4206-bff4-764f54c5fcd6,66716,5e820c95a7dfb990e185a7c8,2010-01-01 16:44:06,2010-01-01 16:43:38,"I think there is a tub  which can roll/be used for rolling, but this is rare or uncommon.",rare,tub,roll,true
check1,66719,5d1fa8c8cde8e900013abed6,2010-01-01 17:07:02,2010-01-01 16:43:42,I am still paying attention to this task.,_check,_check1,_check1,true
5d8e722a-ffe8-482b-9982-0c0eef9a3d70,66723,5c5bc756c2a9020001bf4cbb,2010-01-01 16:49:42,2010-01-01 16:43:45,``Nozzle'' is one of the first things which come to mind when I hear ``roll''. ,typical_of_property,nozzle,roll,false
cf666661-a46f-44d6-ad23-4674994932c4,66722,5b4a24699c57d40001e26754,2010-01-01 16:49:38,2010-01-01 16:43:45,I know that (a/an) paint can roll/be used for rolling as most or all other things similar to (a/an) paint roll. ,implied_category,paint,roll,true
8b9a9e57-b718-4c54-b11a-7261455c9ce5,66724,5b4a24699c57d40001e26754,2010-01-01 16:48:40,2010-01-01 16:43:48,"I think (a/an) vanilla can be red, but this is rare or uncommon",rare,vanilla,red,false
eae82291-2be4-49eb-9465-3c999da16b85,66729,5e820c95a7dfb990e185a7c8,2010-01-01 16:41:15,2010-01-01 16:43:50,``Roll'' is one for the first things which come to mind when I hear ``nozzle''.,typical_of_concept,nozzle,roll,false
b09b05bd-3942-48dd-8025-3f34449cf975,66727,5e82522c7cf52897774abfe3,2010-01-01 16:43:25,2010-01-01 16:43:50,``Roll'' is one for the first things which come to mind when I hear ``paint''.,typical_of_concept,paint,roll,false
a6ce01fd-6254-4ecf-98b1-e5d26667bc80,66730,5e86116068b86421a020e345,2010-01-01 16:41:50,2010-01-01 16:43:52,You can find (a/an) egg which is round. Round is one of a few possible shapes (a/an) egg can have. There is only a limited range of possible shapes.,variability_limited,egg,round,true
636ec4fe-2c24-44db-acf4-ef021036f95e,66731,5b4a24699c57d40001e26754,2010-01-01 16:44:26,2010-01-01 16:43:53,I think it is impossible for (a/an) paint to roll/be used for rolling.,impossible,paint,roll,false
693a6508-71de-47df-91d3-c0ce6ee99586,66737,5c5bc756c2a9020001bf4cbb,2010-01-01 16:48:04,2010-01-01 16:43:55,"I could say ``(a/an) nozzle rolls/is used for rolling"", but I would most certainly not mean it literally.",creative,nozzle,roll,false
